,Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
46,YMLP,,Equity,"US$43,690,908.00 ",14.75%,"11,863",US$19.68 ,1.08%,No,No,3.69%,8.37%,-13.12%,23.24%,-64.49%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$8,110,328.00)","(US$33,854,378.30)","US$66,250,121.70 ",MLPs,2012-03-12,0.82%,,US$1.94 ,9/11/2018,US$0.34 ,9.95%,9.03,1.2,19.0,68.45%,35%,15%,1099.0,US$18.06 ,US$19.60 ,US$19.61 ,US$19.73 ,62.15,A,B+,A-,C,A+,A+,B,,,,,,
47,CRAK,,Equity,"US$40,852,695.00 ",8.38%,"21,340",US$29.09 ,-1.05%,No,No,0.66%,5.32%,-4.18%,64.89%,,"(US$10,927,178.50)","(US$1,431,132.50)","(US$5,624,988.50)","US$20,857,206.50 ","US$40,611,825.00 ","US$42,502,293.50 ",Energy Equities,2015-08-18,0.59%,,US$0.65 ,20/12/2018,US$0.65 ,2.21%,8.68,1.03,26.0,60.51%,35%,15%,1099.0,US$27.57 ,US$29.34 ,US$28.99 ,US$29.26 ,55.92,,,B-,,,,,5.42,78.05%,45.67%,365.03,4.65%,3.41%
48,IMLP,,Equity,"US$35,820,433.00 ",14.48%,"6,610",US$16.88 ,1.20%,No,No,2.15%,6.47%,-8.60%,25.84%,-25.09%,"(US$80,091.64)",US$0.00 ,"(US$1,477,040.68)","(US$21,142,954.14)","(US$294,762,824.58)","US$319,312,049.37 ",MLPs,2013-01-03,0.80%,,US$0.57 ,28/11/2018,US$0.29 ,3.39%,0.0,1.15,59.0,58.51%,35%,15%,1099.0,US$16.01 ,US$16.89 ,US$16.70 ,US$16.96 ,58.77,B,C+,A-,,B,C+,,,,,,,
49,GASL,,Equity,"US$34,013,979.00 ",53.80%,"552,260",US$7.89 ,1.54%,No,3x,-1.87%,22.33%,-68.85%,-79.82%,-99.95%,"(US$4,303,421.00)","(US$1,229,369.00)","(US$3,742,220.00)","US$28,206,175.50 ","(US$4,607,654.37)","US$264,354,540.96 ",Leveraged Equities,2010-07-14,1.06%,,US$0.00 ,21/12/2011,US$0.08 ,0.00%,12.37,4.05,35.0,45.03%,35%,15%,1099.0,US$6.79 ,US$8.77 ,,,47.62,B-,A,B+,C,C,,,,,,,,
50,MLPO,,Equity,"US$31,251,487.00 ",12.21%,"21,815",US$13.51 ,0.90%,No,No,1.50%,8.78%,-0.48%,27.76%,,US$0.00 ,US$0.00 ,US$0.00 ,"(US$25,773,370.00)","(US$25,773,370.00)","US$69,002,080.00 ",MLPs,2014-12-04,0.95%,,US$0.49 ,11/10/2018,US$0.25 ,3.61%,0.0,1.09,59.0,58.51%,39%,20%,1099.0,US$12.74 ,US$13.77 ,US$13.51 ,US$13.51 ,54.14,C,C,C+,,C,A+,,,,,,,
51,FRAK,,Equity,"US$30,801,909.00 ",15.11%,"68,106",US$12.57 ,0.64%,No,No,0.72%,7.25%,-20.98%,-0.55%,-51.47%,"(US$3,744,936.00)","(US$3,744,936.00)","(US$3,744,936.00)","(US$31,821,644.50)","US$2,113,290.50 ","US$41,751,507.50 ",Energy Equities,2012-02-14,0.54%,,US$0.09 ,20/12/2018,US$0.09 ,0.70%,22.14,1.2,47.0,56.75%,35%,15%,1099.0,US$11.90 ,US$12.86 ,,,51.94,B-,B,B,A-,B-,C,B,3.88,20.91%,6.69%,865.19,0.00%,0.04%
52,PSCE,,Equity,"US$28,713,300.00 ",18.70%,"42,858",US$10.41 ,1.86%,No,No,0.39%,7.54%,-35.83%,-23.41%,-76.14%,"(US$971,730.00)",US$0.00 ,"(US$971,730.00)","(US$15,843,250.00)","US$18,821,272.50 ","US$44,164,478.00 ",Energy Equities,2010-04-07,0.29%,,US$0.02 ,24/12/2018,US$0.00 ,0.20%,29.7,1.82,38.0,46.28%,35%,15%,1099.0,US$9.85 ,US$10.57 ,US$10.30 ,US$10.54 ,50.12,B-,B-,A,A,C+,C,C+,3.68,14.98%,4.38%,509.52,0.00%,5.38%
54,GRID,,Equity,"US$26,533,176.00 ",13.14%,"4,161",US$44.16 ,-0.34%,No,No,1.87%,11.01%,-15.62%,49.37%,27.14%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$1,606,324.50)","US$13,665,316.00 ","US$12,264,468.76 ",Alternative Energy Equities,2009-11-16,0.70%,,US$0.50 ,18/12/2018,US$0.01 ,1.13%,18.07,0.95,51.0,60.55%,35%,15%,1099.0,US$39.65 ,US$44.49 ,,,63.47,C,C,C+,A+,B-,C,B-,6.64,88.18%,85.04%,116.2,4.80%,21.82%
55,NLR,,Equity,"US$26,038,300.00 ",1.37%,"3,340",US$50.25 ,-0.97%,No,No,0.52%,-0.44%,7.69%,24.58%,24.15%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$2,606,938.50)","(US$17,410,169.00)","(US$47,104,319.57)",Alternative Energy Equities,2007-08-13,0.61%,,US$1.94 ,20/12/2018,US$1.94 ,3.81%,15.56,0.34,26.0,61.13%,35%,15%,1099.0,US$48.66 ,US$50.91 ,US$49.98 ,US$50.59 ,51.96,B-,B,A-,C+,A,A,C,5.48,80.84%,48.21%,2314.39,96.33%,3.34%
59,ERY,,Equity,"US$19,981,454.00 ",-32.76%,"306,156",US$43.70 ,-5.39%,Yes,3x,-9.07%,-21.94%,14.47%,-70.16%,-62.66%,"US$3,048,956.50 ","(US$4,808,756.00)","US$3,048,956.50 ","(US$64,456,057.72)","(US$11,087,716.90)","(US$25,891,201.37)",Leveraged Equities,2008-11-06,1.07%,,US$0.37 ,27/12/2018,US$0.20 ,0.79%,0.0,-3.18,1.0,100.00%,35%,15%,1099.0,US$44.29 ,US$55.43 ,US$42.73 ,US$44.86 ,40.57,B,A-,B,A,C,,,,,,,,
60,YMLI,,Equity,"US$19,131,200.00 ",11.99%,"5,695",US$12.37 ,1.81%,No,No,2.74%,5.10%,-6.58%,46.48%,-15.84%,"(US$597,369.50)",US$0.00 ,"(US$597,369.50)","(US$1,770,402.50)","(US$9,721,138.50)","US$6,814,361.50 ",MLPs,2013-02-11,0.83%,,US$0.96 ,9/11/2018,US$0.16 ,7.72%,15.33,1.22,26.0,48.33%,35%,15%,1099.0,US$11.73 ,US$12.40 ,US$12.15 ,US$12.48 ,56.67,B-,B-,C,,A-,C,A-,3.3,5.57%,2.09%,735.22,5.86%,0.33%
61,PXJ,,Equity,"US$18,567,622.00 ",22.81%,"24,092",US$7.00 ,1.89%,No,No,0.00%,12.18%,-28.89%,-29.41%,-68.61%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$12,834,431.00)","(US$5,737,202.50)","(US$34,081,370.50)",Energy Equities,2005-10-26,0.63%,,US$0.06 ,24/12/2018,US$0.01 ,0.82%,363.95,1.49,31.0,48.57%,35%,15%,1099.0,US$6.35 ,US$7.11 ,US$6.89 ,US$7.10 ,53.13,C+,B-,C+,A,B,C+,C+,3.96,22.65%,7.76%,132.35,0.00%,0.11%
62,YLCO,,Equity,"US$16,253,390.00 ",11.52%,"7,300",US$12.52 ,0.32%,No,No,1.90%,7.41%,6.22%,41.70%,,US$0.00 ,US$0.00 ,US$0.00 ,"(US$4,691,651.00)","US$11,246,586.00 ","US$14,482,086.00 ",Alternative Energy Equities,2015-05-27,0.65%,,US$0.59 ,8/11/2018,US$0.15 ,4.72%,15.33,0.84,38.0,54.44%,35%,15%,1099.0,US$11.49 ,US$12.55 ,US$12.48 ,US$12.55 ,69.59,,,B+,,,,,6.83,0.00%,89.65%,1256.72,31.60%,32.42%
64,PUW,,Equity,"US$14,676,264.00 ",14.02%,"2,540",US$24.40 ,0.29%,No,No,1.58%,9.49%,-8.88%,38.98%,-16.16%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$4,902,097.50)","(US$11,232,284.50)","(US$17,600,136.50)",Alternative Energy Equities,2006-10-24,0.70%,,US$0.24 ,24/12/2018,US$0.08 ,0.97%,16.4,1.34,42.0,31.14%,35%,15%,1099.0,US$22.37 ,US$24.65 ,US$24.17 ,US$24.51 ,60.53,B-,C+,B,B-,A,B,A,5.0,57.84%,33.30%,403.55,4.75%,13.82%
65,DUG,,Equity,"US$14,175,991.00 ",-23.21%,"68,439",US$38.58 ,-3.33%,Yes,2x,-5.90%,-15.04%,14.39%,-47.65%,-30.46%,"(US$129,651.50)","(US$2,092,315.00)","(US$129,651.50)","(US$14,332,350.00)","(US$5,629,592.50)","(US$35,863,849.12)",Leveraged Equities,2007-01-30,0.95%,,US$0.15 ,26/12/2018,US$0.13 ,0.37%,0.0,-2.19,69.0,68.64%,35%,15%,1099.0,US$38.90 ,US$44.99 ,US$38.08 ,US$39.21 ,41.18,B+,B+,B-,A,B,,,,,,,,
66,ENY,,Equity,"US$12,769,152.00 ",13.92%,"13,015",US$6.63 ,-0.15%,No,No,1.45%,6.42%,-10.37%,17.42%,-39.82%,"(US$640,032.50)",US$0.00 ,"(US$640,032.50)","(US$7,120,171.00)","(US$13,887,169.00)","(US$7,308,101.50)",Energy Equities,2007-07-03,0.66%,,US$0.78 ,24/12/2018,US$0.07 ,11.79%,26.71,0.99,29.0,54.11%,35%,15%,1099.0,US$6.24 ,US$6.76 ,US$6.61 ,US$6.64 ,55.9,C+,B-,C,C+,B+,A,B-,5.67,84.32%,54.77%,748.76,13.59%,0.38%
69,MLPG,,Equity,"US$9,018,880.00 ",13.67%,803,US$22.53 ,1.30%,No,No,3.11%,5.23%,-8.57%,39.55%,-18.56%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$1,640,793.00)","(US$12,846,983.00)","(US$12,846,983.00)",MLPs,2010-07-13,0.85%,,US$0.78 ,11/10/2018,US$0.40 ,3.45%,0.0,1.29,17.0,50.00%,35%,15%,1099.0,US$20.97 ,US$22.71 ,US$22.53 ,US$22.53 ,56.63,B,C,B+,A,C+,B,,,,,,,
70,MLPB,,Equity,"US$8,858,480.00 ",11.88%,220,US$22.13 ,1.00%,No,No,1.65%,4.29%,-13.39%,19.03%,,US$0.00 ,US$0.00 ,US$0.00 ,"(US$24,628,655.00)","(US$24,628,655.00)","(US$24,628,655.00)",MLPs,2015-10-08,0.85%,,US$0.76 ,11/10/2018,US$0.40 ,3.45%,0.0,1.37,23.0,72.14%,39%,20%,1099.0,US$21.08 ,US$22.37 ,US$22.13 ,US$22.13 ,54.77,,,B-,,,,,,,,,,
71,AMUB,,Equity,"US$6,372,800.00 ",13.96%,122,US$15.92 ,1.02%,No,No,1.69%,6.13%,-2.92%,,,US$0.00 ,US$0.00 ,US$0.00 ,"(US$17,769,450.00)","(US$17,769,450.00)","(US$17,769,450.00)",MLPs,2015-10-08,0.80%,,US$0.87 ,28/11/2018,US$0.28 ,5.46%,0.0,0.98,39.0,0.62%,39%,20%,1099.0,US$14.80 ,US$16.23 ,US$15.92 ,US$15.92 ,55.02,,,A,,,,,,,,,,
78,CHIE,,Equity,"US$2,306,722.00 ",8.12%,971,US$11.65 ,0.34%,No,No,0.47%,7.13%,0.01%,41.94%,-1.64%,"(US$531,924.00)",US$0.00 ,US$0.00 ,"US$765,009.50 ","US$765,009.50 ","(US$1,128,490.50)",China Equities,2009-12-15,0.65%,2 Platforms,US$0.38 ,28/12/2018,US$0.38 ,3.32%,8.65,1.13,23.0,67.57%,35%,15%,1099.0,US$10.80 ,US$11.76 ,US$11.65 ,US$11.65 ,58.1,C,C,C+,B-,C,B+,C,3.2,4.53%,1.55%,2045.17,15.16%,6.49%
79,DDG,,Equity,"US$1,821,669.00 ",-11.92%,"3,671",US$24.27 ,-1.46%,Yes,No,-2.73%,-7.79%,9.83%,-23.67%,-6.81%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$1,125,883.50)","(US$7,664,883.50)","US$753,616.50 ",Inverse Equities,2008-06-10,0.95%,,US$0.03 ,26/12/2018,US$0.03 ,0.14%,0.0,-1.1,69.0,68.64%,35%,15%,1099.0,US$24.26 ,US$26.04 ,US$24.15 ,US$24.45 ,43.47,B+,B-,B-,A-,B-,,,,,,,,
