,Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
54,IDHQ,Invesco S&P International Developed Quality ETF,Equity,"US$38,709,580.00 ",8.19%,"11,797",US$22.12 ,0.45%,No,No,1.56%,7.07%,-8.97%,24.22%,28.63%,"US$2,122,106.00 ",US$0.00 ,"US$2,122,106.00 ","US$8,250,746.00 ","US$14,343,567.50 ","US$14,068,592.50 ",Foreign Large Cap Equities,2007-06-13,0.29%,,US$0.55 ,24/12/2018,US$0.10 ,2.48%,16.03,0.7,256,29.38%,15%,35%,1099.0,US$20.65 ,US$22.20 ,US$22.09 ,US$22.19 ,61.37,C+,C+,B-,B,C+,B-,A-,6.94,92.88%,91.42%,114.75,13.77%,9.74%
55,FPA,First Trust Asia Pacific ex-Japan AlphaDEX Fund,Equity,"US$32,896,637.00 ",10.14%,"6,914",US$29.98 ,-0.73%,No,No,0.71%,7.96%,-18.28%,24.90%,30.88%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$16,558,017.50)","(US$1,683,787.50)","(US$28,864,934.47)",Asia Pacific Equities,2011-04-20,0.80%,,US$0.76 ,18/12/2018,US$0.19 ,2.55%,8.21,0.85,101,18.31%,35%,15%,1099.0,US$27.90 ,US$30.31 ,US$29.89 ,US$30.02 ,61.79,C+,B+,C,C+,B,C,B+,5.13,61.87%,36.67%,371.33,2.45%,7.08%
56,DVYA,iShares Asia/Pacific Dividend ETF,Equity,"US$32,803,254.00 ",8.45%,"4,544",US$43.72 ,0.14%,No,No,0.64%,6.35%,-9.35%,39.97%,9.24%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$4,546,191.50)","(US$4,650,792.50)","(US$3,440,792.50)",Asia Pacific Equities,2012-02-23,0.49%,,US$2.52 ,18/12/2018,US$0.54 ,5.78%,11.75,0.93,39,43.23%,35%,15%,1099.0,US$40.86 ,US$44.04 ,US$43.71 ,US$43.75 ,62.68,B+,B+,B+,B,A+,B+,C+,6.37,51.17%,78.28%,348.33,5.97%,0.92%
57,JPMV,iShares Edge MSCI Min Vol Japan ETF,Equity,"US$32,748,325.00 ",4.29%,"6,855",US$65.69 ,-0.38%,No,No,0.66%,1.31%,-6.10%,24.92%,,"US$6,510,145.00 ","US$6,510,145.00 ","US$6,510,145.00 ","(US$7,023,019.00)","US$4,962,765.00 ","US$16,486,765.00 ",Japan Equities,2014-06-03,0.30%,,US$0.89 ,18/12/2018,US$0.42 ,1.36%,14.37,0.46,187,15.71%,35%,15%,1099.0,US$64.51 ,US$65.91 ,US$65.51 ,US$65.84 ,56.36,A,B,A,,A+,B,,5.34,31.45%,43.02%,144.98,14.19%,14.02%
60,HEWY,iShares Currency Hedged MSCI South Korea ETF,Equity,"US$30,535,757.00 ",10.03%,"14,190",US$26.54 ,-0.45%,No,No,1.72%,9.90%,-12.95%,27.30%,,"US$7,272,258.00 ",US$0.00 ,US$0.00 ,"US$31,726,251.00 ","US$1,879,630.50 ","US$31,965,130.50 ",Asia Pacific Equities,2015-06-29,0.59%,,US$1.04 ,28/12/2018,US$0.35 ,3.91%,9.57,0.81,2,100.00%,35%,15%,1099.0,US$23.66 ,US$26.96 ,,,63.94,,,B-,,,,,,,,,,
67,PAF,Invesco FTSE RAFI Asia Pacific ex-Japan ETF,Equity,"US$20,984,972.00 ",9.39%,"2,003",US$52.44 ,-0.17%,No,No,0.47%,7.73%,-10.65%,52.02%,22.16%,US$0.00 ,US$0.00 ,US$0.00 ,US$0.00 ,"(US$5,999,517.00)","(US$19,124,188.50)",Asia Pacific Equities,2007-06-25,0.49%,Charles Schwab,US$2.11 ,24/12/2018,US$0.89 ,4.01%,11.59,1.01,188,31.79%,35%,15%,1099.0,US$48.19 ,US$52.98 ,,,62.93,A,B+,B+,B,A,B+,A-,5.87,87.05%,62.04%,329.26,10.68%,5.07%
70,AUSE,WisdomTree Australia Dividend Fund,Equity,"US$19,454,437.00 ",8.95%,"6,889",US$51.85 ,-0.02%,No,No,1.07%,7.04%,-11.61%,39.96%,14.03%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$14,411,364.00)","(US$17,258,266.00)","(US$30,453,096.00)",Asia Pacific Equities,2006-06-16,0.58%,E*TRADE,US$2.32 ,24/12/2018,US$0.51 ,4.52%,16.84,1.07,78,27.76%,35%,15%,1099.0,US$48.49 ,US$52.27 ,US$51.74 ,US$52.00 ,61.43,B,B,B,A-,B,B,B,6.71,84.46%,87.37%,350.35,9.90%,1.56%
73,KORU,Direxion Daily South Korea Bull 3X Shares,Equity,"US$17,112,653.00 ",25.24%,"54,587",US$31.01 ,-3.87%,No,3x,1.97%,27.72%,-53.52%,62.23%,-23.25%,"(US$9,004,851.00)","(US$15,576,116.50)","(US$9,004,851.00)","US$13,391,446.50 ","US$20,511,963.50 ","US$25,247,625.07 ",Leveraged Equities,2013-04-10,1.28%,,US$0.34 ,27/12/2018,US$0.14 ,1.07%,6.36,2.77,2,100.00%,35%,15%,1099.0,US$22.23 ,US$32.60 ,US$30.80 ,US$31.22 ,59.6,,B-,C,,,,C,,,,,,
74,DXJF,WisdomTree Japan Hedged Financials Fund,Equity,"US$14,709,048.00 ",4.61%,"14,955",US$21.12 ,-1.12%,No,No,-2.36%,1.25%,-19.59%,-4.50%,,US$0.00 ,US$0.00 ,US$0.00 ,"(US$16,990,350.50)","US$2,796,633.50 ","US$27,699,314.98 ",Japan Equities,2014-04-08,0.48%,E*TRADE,US$0.47 ,24/12/2018,US$0.09 ,2.24%,10.26,1.21,79,56.67%,35%,15%,1099.0,US$20.67 ,US$21.73 ,US$21.11 ,US$21.14 ,45.71,C,B+,C+,,C+,C,,5.5,56.41%,48.61%,5.3,0.00%,3.80%
78,JPNL,Direxion Daily Japan Bull 3x Shares,Equity,"US$12,719,967.00 ",19.29%,"6,173",US$50.70 ,-1.50%,No,3x,0.80%,8.47%,-43.79%,34.68%,19.00%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$10,586,532.50)","US$3,125,391.50 ","US$11,659,442.00 ",Leveraged Equities,2013-06-26,1.21%,,US$0.00 ,19/12/2017,US$0.14 ,0.00%,12.6,2.53,2,100.00%,35%,15%,1099.0,US$46.33 ,US$51.90 ,US$50.40 ,US$51.10 ,53.21,B-,B-,B,C+,C+,,,,,,,,
79,JHDG,WisdomTree Japan Hedged Dividend Growth Fund,Equity,"US$12,664,404.00 ",7.23%,"3,422",US$25.42 ,0.32%,No,No,0.83%,4.95%,-13.28%,13.37%,,US$0.00 ,US$0.00 ,US$0.00 ,US$0.00 ,"(US$4,321,997.00)","US$8,672,720.31 ",Japan Equities,2015-04-09,0.43%,E*TRADE,US$0.34 ,24/12/2018,US$0.11 ,1.37%,13.96,0.98,203,36.58%,35%,15%,1099.0,US$24.00 ,US$25.58 ,US$25.40 ,US$25.45 ,54.8,,,A-,,,,,5.86,14.90%,61.42%,66.06,22.61%,8.11%
82,FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,Equity,"US$10,910,043.00 ",9.26%,"5,722",US$36.40 ,-0.16%,No,No,1.59%,7.76%,-21.69%,25.30%,10.32%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$1,730,711.00)","US$5,385,717.50 ","US$9,113,863.00 ",Foreign Small & Mid Cap Equities,2012-02-15,0.80%,,US$0.65 ,18/12/2018,US$0.22 ,1.79%,10.83,0.85,383,9.16%,35%,15%,1099.0,US$33.16 ,US$36.72 ,,,59.18,C,C,C,B,C,A-,B-,,,,,,
88,EWV,UltraShort MSCI Japan ProShares,Equity,"US$7,506,072.00 ",-12.40%,"5,408",US$30.10 ,1.21%,Yes,2x,-0.20%,-5.82%,26.74%,-43.29%,-58.04%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$1,542,878.25)","US$2,336,990.50 ","US$8,806,486.74 ",Leveraged Equities,2007-11-06,0.95%,,US$0.00 ,23/12/2008,US$12.16 ,0.00%,0.0,-1.59,446,18.66%,35%,15%,1099.0,US$29.48 ,US$32.22 ,US$29.91 ,US$30.22 ,44.41,B,B,B-,A-,B+,,,,,,,,
89,ZJPN,SPDR Solactive Japan ETF,Equity,"US$7,134,881.00 ",6.52%,"1,238",US$71.44 ,-0.50%,No,No,0.40%,3.26%,-10.48%,22.98%,,"(US$7,067,662.00)",US$0.00 ,"(US$7,067,662.00)","(US$7,067,662.00)","(US$7,067,662.00)","(US$7,067,662.00)",Japan Equities,2014-06-11,0.14%,,US$1.80 ,21/12/2018,US$1.21 ,2.56%,11.91,0.7,317,19.04%,,,,US$68.96 ,US$71.95 ,US$71.36 ,US$71.52 ,55.3,,,,,,,,5.63,63.79%,53.08%,125.93,10.63%,9.44%
91,DBKO,Xtrackers MSCI South Korea Hedged Equity Fund,Equity,"US$7,002,167.00 ",9.58%,"4,632",US$27.90 ,-0.36%,No,No,1.27%,9.54%,-11.29%,30.99%,16.97%,"(US$3,889,647.00)",US$0.00 ,"(US$3,889,647.00)","US$758,278.50 ","(US$111,301,441.00)","US$1,416,678.74 ",Asia Pacific Equities,2014-01-23,0.58%,,US$0.80 ,20/6/2018,US$0.80 ,2.86%,6.36,0.52,113,48.00%,35%,15%,1099.0,US$24.95 ,US$28.34 ,US$27.89 ,US$27.91 ,63.76,,,B,,,,,4.26,11.51%,13.17%,196.06,5.74%,3.50%
92,HFXJ,IQ 50 Percent Hedged FTSE Japan ETF,Equity,"US$6,987,785.00 ",6.80%,"23,882",US$19.96 ,-0.25%,No,No,0.35%,3.80%,-13.17%,23.96%,,"(US$23,476,026.00)",US$0.00 ,"(US$23,476,026.00)","(US$24,575,967.75)","(US$20,587,325.25)","US$4,567,821.25 ",Japan Equities,2015-07-22,0.30%,,US$0.35 ,27/12/2018,US$0.13 ,1.76%,14.0,0.97,519,17.69%,35%,15%,1099.0,US$19.15 ,US$20.12 ,,,53.98,,B-,B+,,C,,,5.58,57.82%,51.32%,126.74,10.00%,8.95%
93,EZJ,ProShares Ultra MSCI Japan,Equity,"US$5,641,871.00 ",12.03%,"2,162",US$32.07 ,-1.08%,No,2x,-0.34%,5.18%,-30.33%,31.77%,27.25%,"US$657,402.25 ",US$0.00 ,"(US$789,689.25)","(US$5,149,805.00)","(US$8,261,931.50)","(US$24,015,181.50)",Leveraged Equities,2009-06-02,0.95%,,US$1.28 ,26/12/2018,US$1.28 ,3.97%,0.0,1.73,446,18.66%,35%,15%,1099.0,US$30.40 ,US$32.58 ,US$31.93 ,US$32.17 ,53.04,C,C+,C+,B-,B+,,,,,,,,
94,ISZE,iShares Edge MSCI Intl Size Factor ETF,Equity,"US$5,120,295.00 ",7.84%,831,US$25.58 ,-0.20%,No,No,0.55%,5.44%,-10.36%,27.84%,,US$0.00 ,US$0.00 ,US$0.00 ,US$0.00 ,"(US$249,330.00)","(US$249,330.00)",Foreign Large Cap Equities,2015-06-16,0.30%,,US$0.72 ,18/12/2018,US$0.27 ,2.81%,13.41,0.52,902,3.21%,39%,20%,1099.0,US$24.30 ,US$25.81 ,US$25.58 ,US$25.59 ,60.36,B,C,A,,,C+,A-,6.24,40.16%,74.46%,230.92,9.71%,7.70%
96,SCIJ,Global X Scientific Beta Japan ETF,Equity,"US$4,079,957.00 ",5.54%,"3,029",US$27.26 ,-0.40%,No,No,0.18%,1.75%,-15.22%,22.92%,,"(US$2,720,914.00)",US$0.00 ,"(US$2,720,914.00)","(US$2,556,638.50)","(US$10,846,508.50)","(US$886,508.50)",Hedge Fund,2015-05-12,0.39%,,US$0.62 ,28/12/2018,US$0.61 ,2.25%,12.91,0.67,232,10.19%,35%,15%,1099.0,US$26.63 ,US$27.44 ,US$27.22 ,US$27.28 ,53.79,,C,A-,,,C+,,5.27,26.53%,40.77%,250.56,10.11%,9.57%
98,FHK,First Trust Hong Kong AlphaDEX Fund,Equity,"US$3,594,966.00 ",7.69%,"1,115",US$35.86 ,-0.08%,No,No,3.02%,7.69%,-17.84%,42.51%,19.02%,US$0.00 ,US$0.00 ,US$0.00 ,US$0.00 ,"(US$105,035,835.50)","US$78,463,685.50 ",Asia Pacific Equities,2012-02-14,0.80%,,US$0.99 ,18/12/2018,US$0.31 ,2.75%,7.4,0.98,41,40.64%,35%,15%,1099.0,US$33.34 ,US$36.00 ,,,55.44,B-,B-,C,A,,C+,B-,4.58,92.50%,19.94%,277.53,9.41%,9.71%
99,HJPX,iShares Currency Hedged JPX-Nikkei 400 ETF,Equity,"US$2,693,303.00 ",6.43%,824,US$26.89 ,-0.30%,No,No,0.34%,4.20%,-12.79%,25.12%,,US$0.00 ,US$0.00 ,US$0.00 ,"US$1,420,113.00 ","(US$3,455,420.50)","US$588,079.50 ",Japan Equities,2015-09-29,0.48%,,US$0.41 ,28/12/2018,US$0.24 ,1.52%,14.63,1.12,2,100.00%,39%,20%,1099.0,US$25.66 ,US$27.13 ,US$26.82 ,US$26.92 ,52.42,,B,B-,,,C,,,,,,,
102,SCIX,Global X Scientific Beta Asia ex-Japan ETF,Equity,"US$2,374,654.00 ",8.03%,"1,378",US$23.69 ,-0.34%,No,No,0.57%,6.35%,-7.00%,37.96%,,"(US$1,030,334.00)",US$0.00 ,"US$1,143,205.00 ","(US$888,393.00)","US$288,544.00 ","US$288,544.00 ",Hedge Fund,2015-05-12,0.38%,,US$1.10 ,28/12/2018,US$1.10 ,4.62%,14.81,0.78,115,19.91%,35%,15%,1099.0,US$22.29 ,US$23.97 ,US$23.67 ,US$23.72 ,64.24,,,A,,,,,6.37,91.61%,78.19%,396.94,10.89%,10.96%
103,FKO,First Trust South Korea AlphaDEX Fund,Equity,"US$2,352,626.00 ",6.43%,"2,495",US$24.00 ,3.23%,No,No,4.80%,6.43%,-20.28%,15.92%,-0.09%,US$0.00 ,US$0.00 ,US$0.00 ,US$0.00 ,"(US$190,898.50)","(US$1,437,845.85)",Asia Pacific Equities,2011-04-25,0.80%,,US$0.70 ,18/12/2018,US$0.35 ,2.92%,10.08,0.95,53,32.76%,35%,15%,1099.0,US$21.72 ,US$23.58 ,US$24.00 ,US$24.00 ,59.56,B,C+,C,A+,C,A+,B,4.1,6.00%,9.84%,299.54,3.65%,5.08%
106,FAUS,First Trust Australia AlphaDEX Fund,Equity,"US$1,511,627.00 ",10.10%,234,US$30.31 ,0.03%,No,No,2.12%,8.17%,-8.67%,31.27%,32.38%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$14,937.50)","(US$1,500,941.00)","(US$207,505.50)",Asia Pacific Equities,2012-02-14,0.80%,,US$1.00 ,18/12/2018,US$0.11 ,3.30%,12.73,1.1,41,39.72%,35%,15%,1099.0,US$28.17 ,US$30.52 ,,,60.31,C+,B,C,C+,C,A,B-,7.01,97.76%,92.61%,527.44,6.96%,8.80%
107,HAUD,iShares Currency Hedged MSCI Australia ETF,Equity,"US$1,151,315.00 ",4.07%,742,US$22.90 ,0.04%,No,No,-0.61%,2.97%,1.60%,30.53%,,US$0.00 ,US$0.00 ,US$0.00 ,US$0.00 ,"(US$2,932,816.50)","(US$1,847,816.50)",Asia Pacific Equities,2015-06-29,0.50%,,US$1.35 ,28/12/2018,US$0.81 ,5.87%,16.66,0.75,2,100.00%,35%,15%,1099.0,US$22.31 ,US$23.21 ,US$22.80 ,US$22.98 ,56.87,,,B,,,,,,,,,,
